Start Count: 112449221
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|------------|-------------|--------------|---------|------------------|------------------|------------------|------------------|
Index may not exist
Count decreased...
Start Count: 0
Watching for changes in count...  Use Ctrl-C to Exit.

|Query Number|Sample Number|Epoch (ms)    |Time (s) |Count             |Linear Reg. Rate  |Rate From Previous|Rate From First   |
|------------|-------------|--------------|---------|------------------|------------------|------------------|------------------|
|       1209 |       ***** |1558666313988 |   12081 |      957,124,265 |           76,484 |                0 |           78,674 |
|       1210 |         485 |1558666323184 |   12090 |      959,343,125 |           76,473 |          109,563 |           78,797 |
|       1211 |         486 |1558666332959 |   12100 |      959,771,699 |           76,462 |           43,844 |           78,769 |
|       1212 |       ***** |1558666342911 |   12110 |      959,771,699 |           76,462 |                0 |           78,704 |
|       1213 |       ***** |1558666355234 |   12122 |      959,771,699 |           76,462 |                0 |           78,624 |
|       1214 |         487 |1558666362913 |   12130 |      960,636,988 |           76,450 |           28,887 |           78,646 |
|       1215 |         488 |1558666372912 |   12140 |      961,073,680 |           76,437 |           43,674 |           78,617 |
|       1216 |         489 |1558666382914 |   12150 |      961,658,767 |           76,425 |           58,497 |           78,601 |
|       1217 |         490 |1558666393078 |   12160 |      964,703,223 |           76,415 |          299,533 |           78,785 |
|       1218 |       ***** |1558666402985 |   12170 |      964,703,223 |           76,415 |                0 |           78,721 |
|       1219 |       ***** |1558666412913 |   12180 |      964,703,223 |           76,415 |                0 |           78,657 |
|       1220 |       ***** |1558666422913 |   12190 |      964,703,223 |           76,415 |                0 |           78,592 |
|       1221 |         491 |1558666432914 |   12200 |      966,719,073 |           76,404 |           50,604 |           78,693 |
|       1222 |       ***** |1558666443697 |   12210 |      966,719,073 |           76,404 |                0 |           78,624 |
|       1223 |         492 |1558666452925 |   12220 |      969,700,956 |           76,394 |          149,012 |           78,808 |
|       1224 |         493 |1558666462913 |   12230 |      970,255,753 |           76,385 |           55,546 |           78,789 |
|       1225 |       ***** |1558666472939 |   12240 |      970,255,753 |           76,385 |                0 |           78,725 |
|       1226 |       ***** |1558666482916 |   12250 |      970,255,753 |           76,385 |                0 |           78,661 |
|       1227 |         494 |1558666492915 |   12260 |      971,335,986 |           76,374 |           36,005 |           78,685 |
|       1228 |         495 |1558666502913 |   12270 |      971,884,428 |           76,364 |           54,855 |           78,665 |
|       1229 |         496 |1558666512942 |   12280 |      972,349,987 |           76,353 |           46,421 |           78,639 |
|       1230 |         497 |1558666522935 |   12290 |      974,715,476 |           76,343 |          236,715 |           78,767 |
|       1231 |       ***** |1558666532913 |   12300 |      974,715,476 |           76,343 |                0 |           78,704 |
|       1232 |       ***** |1558666542953 |   12310 |      974,715,476 |           76,343 |                0 |           78,639 |
|       1233 |       ***** |1558666552935 |   12320 |      974,715,476 |           76,343 |                0 |           78,576 |
|       1234 |         498 |1558666562915 |   12330 |      975,973,182 |           76,333 |           31,458 |           78,614 |
|       1235 |       ***** |1558666573128 |   12340 |      975,973,182 |           76,333 |                0 |           78,549 |
|       1236 |         499 |1558666582913 |   12350 |      978,145,907 |           76,322 |          108,647 |           78,663 |
|       1237 |         500 |1558666593034 |   12360 |      978,589,722 |           76,312 |           43,851 |           78,634 |
|       1238 |       ***** |1558666602922 |   12370 |      978,589,722 |           76,312 |                0 |           78,571 |
|       1239 |       ***** |1558666612916 |   12380 |      978,589,722 |           76,312 |                0 |           78,508 |
|       1240 |         501 |1558666622914 |   12390 |      979,806,115 |           76,301 |           40,709 |           78,543 |
|       1241 |         502 |1558666632927 |   12400 |      980,407,018 |           76,290 |           60,012 |           78,528 |
|       1242 |       ***** |1558666642919 |   12410 |      980,407,018 |           76,290 |                0 |           78,465 |
|       1243 |         503 |1558666652917 |   12420 |      984,503,573 |           76,281 |          204,930 |           78,731 |
|       1244 |       ***** |1558666662915 |   12430 |      984,503,573 |           76,281 |                0 |           78,668 |
|       1245 |       ***** |1558666672915 |   12440 |      984,503,573 |           76,281 |                0 |           78,605 |
|       1246 |       ***** |1558666683583 |   12450 |      984,503,573 |           76,281 |                0 |           78,537 |
|       1247 |         504 |1558666692922 |   12460 |      986,280,573 |           76,271 |           44,419 |           78,621 |
|       1248 |       ***** |1558666702921 |   12470 |      986,280,573 |           76,271 |                0 |           78,558 |
|       1249 |         505 |1558666712960 |   12480 |      988,416,057 |           76,262 |          106,572 |           78,666 |
|       1250 |         506 |1558666723828 |   12491 |      989,517,152 |           76,253 |          101,315 |           78,686 |
|       1251 |       ***** |1558666732921 |   12500 |      989,517,152 |           76,253 |                0 |           78,628 |
|       1252 |       ***** |1558666743997 |   12511 |      989,517,152 |           76,253 |                0 |           78,559 |
|       1253 |         507 |1558666752917 |   12520 |      990,691,631 |           76,243 |           40,375 |           78,597 |
|       1254 |       ***** |1558666764791 |   12532 |      990,691,631 |           76,243 |                0 |           78,522 |
|       1255 |       ***** |1558666772921 |   12540 |      990,691,631 |           76,243 |                0 |           78,471 |
|       1256 |         508 |1558666782921 |   12550 |      991,535,436 |           76,233 |           28,123 |           78,476 |
|       1257 |         509 |1558666792920 |   12560 |      992,279,182 |           76,222 |           74,382 |           78,473 |
|       1258 |       ***** |1558666802923 |   12570 |      992,279,182 |           76,222 |                0 |           78,410 |
|       1259 |       ***** |1558666812925 |   12580 |      992,279,182 |           76,222 |                0 |           78,348 |
|       1260 |         510 |1558666822924 |   12590 |      992,463,375 |           76,209 |            6,139 |           78,300 |
|       1261 |       ***** |1558666832929 |   12600 |      992,463,375 |           76,209 |                0 |           78,238 |
|       1262 |       ***** |1558666842928 |   12610 |      992,463,375 |           76,209 |                0 |           78,176 |
|       1263 |       ***** |1558666852927 |   12620 |      992,463,375 |           76,209 |                0 |           78,114 |
|       1264 |       ***** |1558666862929 |   12630 |      992,463,375 |           76,209 |                0 |           78,052 |
|       1265 |       ***** |1558666872930 |   12640 |      992,463,375 |           76,209 |                0 |           77,991 |

For last 60  seconds the count has not increased...
Removing sample: 12650|992463375
Total Count: 992,463,375 | Linear Regression Rate:  76,222 | Linear Regression Standard Error: 0.12 | Average Rate: 78,473

Start Count: 1000000000
Watching for changes in count...  Use Ctrl-C to Exit.

